# Chi matrix between files: ['./processing/RNA01_0.1_man01.dat', './processing/RNA02_0.1_man01.dat', './processing/RNA03_0.1_man01.dat', './processing/RNA04_0.1_man01.dat', './processing/RNA05_0.1_man01.dat', './processing/RNA06_0.1_man01.dat', './processing/RNA07_0.1_man01.dat', './processing/RNA08_0.1_man01.dat', './processing/RNA09_0.1_man01.dat', './processing/RNA10_0.1_man01.dat', './processing/RNA11_0.1_man01.dat', './processing/RNA12_0.1_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000  0.920013  1.057095  0.901399  1.285161  0.768406  0.975296  1.025635  1.113389  1.191183  1.249575  1.300522  
0.920013  0.000000  0.758152  0.712404  0.927197  0.920709  0.761717  0.757163  0.770764  0.831673  0.862873  0.928010  
1.057095  0.758152  0.000000  0.801264  0.867461  1.040988  0.821136  0.738095  0.800390  0.799114  0.788189  0.859785  
0.901399  0.712404  0.801264  0.000000  0.971428  0.906675  0.760498  0.781767  0.850481  0.890900  0.885810  0.971969  
1.285161  0.927197  0.867461  0.971428  0.000000  1.276345  0.939773  0.812813  0.841595  0.759062  0.788173  0.782891  
0.768406  0.920709  1.040988  0.906675  1.276345  0.000000  0.951839  1.004533  1.100303  1.181803  1.241484  1.286043  
0.975296  0.761717  0.821136  0.760498  0.939773  0.951839  0.000000  0.792842  0.787884  0.855426  0.890961  0.943505  
1.025635  0.757163  0.738095  0.781767  0.812813  1.004533  0.792842  0.000000  0.741399  0.723828  0.753004  0.774066  
1.113389  0.770764  0.800390  0.850481  0.841595  1.100303  0.787884  0.741399  0.000000  0.738323  0.774417  0.779490  
1.191183  0.831673  0.799114  0.890900  0.759062  1.181803  0.855426  0.723828  0.738323  0.000000  0.732359  0.742053  
1.249575  0.862873  0.788189  0.885810  0.788173  1.241484  0.890961  0.753004  0.774417  0.732359  0.000000  0.768692  
1.300522  0.928010  0.859785  0.971969  0.782891  1.286043  0.943505  0.774066  0.779490  0.742053  0.768692  0.000000  
