# Chi matrix between files: ['./processing/RNA01_0.8_man01.dat', './processing/RNA02_0.8_man01.dat', './processing/RNA03_0.8_man01.dat', './processing/RNA04_0.8_man01.dat', './processing/RNA05_0.8_man01.dat', './processing/RNA06_0.8_man01.dat', './processing/RNA07_0.8_man01.dat', './processing/RNA08_0.8_man01.dat', './processing/RNA09_0.8_man01.dat', './processing/RNA10_0.8_man01.dat', './processing/RNA11_0.8_man01.dat', './processing/RNA12_0.8_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000  0.803367  0.822478  1.381721  1.307218  1.434498  1.183091  0.927947  0.924974  1.133105  1.336447  1.469870  
0.803367  0.000000  0.815444  1.861172  1.620392  1.897150  1.524355  1.096299  1.285394  1.667394  1.917113  2.236542  
0.822478  0.815444  0.000000  1.572056  1.740837  1.634139  1.248621  1.280688  1.346763  1.754377  2.076037  2.343528  
1.381721  1.861172  1.572056  0.000000  2.574016  0.765237  0.858660  2.516509  2.561134  2.949112  3.263391  3.534591  
1.307222  1.620392  1.740837  2.574016  0.000000  2.578657  2.339388  1.195656  1.143393  0.924746  0.750341  0.754629  
1.434498  1.897150  1.634139  0.765237  2.578657  0.000000  0.972231  2.464516  2.482301  2.829988  3.131162  3.359496  
1.183091  1.524355  1.248621  0.858660  2.339388  0.972231  0.000000  2.182472  2.223158  2.645415  2.962952  3.243395  
0.927947  1.096299  1.280688  2.516509  1.195656  2.464516  2.182472  0.000000  0.880784  1.056272  1.254025  1.547302  
0.924974  1.285394  1.346763  2.561134  1.143393  2.482301  2.223158  0.880784  0.000000  0.871764  1.204756  1.416788  
1.133105  1.667394  1.754377  2.949112  0.924746  2.829988  2.645415  1.056272  0.871764  0.000000  0.887399  0.980046  
1.336447  1.917113  2.076037  3.263391  0.750341  3.131162  2.962952  1.254025  1.204756  0.887399  0.000000  0.807117  
1.469870  2.236542  2.343528  3.534591  0.754629  3.359496  3.243395  1.547302  1.416788  0.980046  0.807117  0.000000  
