# Chi materix between files: ['./processing/RNA01_0.2_man01.dat', './processing/RNA02_0.2_man01.dat', './processing/RNA03_0.2_man01.dat', './processing/RNA04_0.2_man01.dat', './processing/RNA05_0.2_man01.dat', './processing/RNA06_0.2_man01.dat', './processing/RNA07_0.2_man01.dat', './processing/RNA08_0.2_man01.dat', './processing/RNA09_0.2_man01.dat', './processing/RNA10_0.2_man01.dat', './processing/RNA11_0.2_man01.dat', './processing/RNA12_0.2_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000  0.935306  1.129916  0.874598  1.559289  0.735266  0.862669  1.194087  1.269895  1.487920  1.531835  1.651100  
0.935305  0.000000  0.797905  0.766353  1.140800  0.951218  0.746259  0.819131  0.889103  1.076299  1.087375  1.193586  
1.129916  0.797905  0.000000  0.849791  0.929757  1.112797  0.864520  0.733324  0.782909  0.893029  0.917970  0.961405  
0.874598  0.766353  0.849791  0.000000  1.254240  0.850874  0.747314  0.899837  0.982157  1.161178  1.241601  1.317091  
1.559289  1.140800  0.929757  1.254240  0.000000  1.594088  1.251005  0.935852  0.868133  0.771291  0.753351  0.736630  
0.735266  0.951218  1.112797  0.850874  1.594088  0.000000  0.833156  1.212813  1.299219  1.533206  1.589651  1.702814  
0.862669  0.746259  0.864520  0.747314  1.251005  0.833156  0.000000  0.918992  0.987786  1.182386  1.217779  1.310088  
1.194087  0.819131  0.733324  0.899837  0.935852  1.212813  0.918992  0.000000  0.777302  0.843233  0.896526  0.958253  
1.269895  0.889103  0.782909  0.982157  0.868133  1.299219  0.987786  0.777302  0.000000  0.808608  0.828448  0.916270  
1.487920  1.076299  0.893029  1.161178  0.771291  1.533206  1.182386  0.843233  0.808608  0.000000  0.745513  0.752610  
1.531835  1.087375  0.917970  1.241601  0.753351  1.589651  1.217779  0.896526  0.828448  0.745513  0.000000  0.740990  
1.651100  1.193586  0.961405  1.317091  0.736630  1.702814  1.310088  0.958253  0.916270  0.752610  0.740990  0.000000  
