# Chi materix between files: ['./processing/RNA01_0.4_man01.dat', './processing/RNA02_0.4_man01.dat', './processing/RNA03_0.4_man01.dat', './processing/RNA04_0.4_man01.dat', './processing/RNA05_0.4_man01.dat', './processing/RNA06_0.4_man01.dat', './processing/RNA07_0.4_man01.dat', './processing/RNA08_0.4_man01.dat', './processing/RNA09_0.4_man01.dat', './processing/RNA10_0.4_man01.dat', './processing/RNA11_0.4_man01.dat', './processing/RNA12_0.4_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000  0.875928  0.946110  0.759994  1.601545  1.001788  0.781362  1.232680  1.393481  1.579684  1.778572  1.875980  
0.875928  0.000000  0.749524  1.001959  1.426385  1.548705  0.786082  0.983532  1.200832  1.425211  1.632721  1.778697  
0.946110  0.749524  0.000000  1.137781  1.257933  1.644618  0.841472  0.884319  1.052047  1.255632  1.451870  1.577445  
0.759994  1.001959  1.137781  0.000000  1.940158  1.019709  0.910228  1.500811  1.737663  1.976636  2.224463  2.377927  
1.600555  1.422040  1.257933  1.940158  0.000000  2.479461  1.562291  0.956847  0.824943  0.754023  0.775414  0.736733  
1.001788  1.548705  1.644619  1.019709  2.479461  0.000000  1.381213  2.132090  2.332124  2.600366  2.862688  3.001701  
0.781362  0.786082  0.841472  0.910228  1.562291  1.381213  0.000000  1.154379  1.342516  1.583210  1.796616  1.923665  
1.232680  0.983532  0.884319  1.500811  0.956847  2.132090  1.154379  0.000000  0.774681  0.901319  1.064552  1.199499  
1.393481  1.200832  1.052047  1.737663  0.824943  2.332124  1.342516  0.774681  0.000000  0.797643  0.921344  1.031913  
1.579684  1.425211  1.255632  1.976636  0.754023  2.600366  1.583210  0.901319  0.797643  0.000000  0.819913  0.844572  
1.778572  1.632721  1.451870  2.224463  0.775414  2.862688  1.796616  1.064552  0.921344  0.819913  0.000000  0.749131  
1.875980  1.778697  1.577445  2.377927  0.736733  3.001701  1.923665  1.199499  1.031913  0.844572  0.749131  0.000000  
