# Fitted chi: 0.27598 +- 0.00591144
# Scaling factor for file 1: 1.25832 +- 0.00192487
# Scaling factor for file 2: -0.931261 +- 0.0590297
# Scaling factor for file 3: -2.91474 +- 0.0908339
# Scaling factor for file 4: 3.70404 +- 0.0606011

0 0.265916
1 0.268117
2 0.278756
3 0.284875
4 0.273259
5 0.278692
6 0.270248
7 0.278025
8 0.267012
9 0.276703
10 0.275879
11 0.278355
12 0.280876
13 0.278675
14 0.283773
15 0.282698
16 0.283405
17 0.275041
18 0.281543
19 0.270534
20 0.268349
21 0.274707
22 0.282092
23 0.285907
24 0.271663
25 0.269263
26 0.280608
27 0.269821
28 0.291298
29 0.275343
30 0.274897
31 0.272252
32 0.279458
33 0.272268
34 0.2741
35 0.274164
36 0.278782
37 0.275253
38 0.283578
39 0.279788
40 0.278462
41 0.263794
42 0.268883
43 0.261622
44 0.267897
45 0.286176
46 0.282647
47 0.272112
48 0.270622
49 0.275899
50 0.269002
51 0.274995
52 0.274016
53 0.274687
54 0.284605
55 0.281086
56 0.283753
57 0.284453
58 0.278882
59 0.274064
60 0.28265
61 0.278861
62 0.279884
63 0.273742
64 0.269172
65 0.276776
66 0.269889
67 0.274115
68 0.275338
69 0.269112
70 0.276654
71 0.274112
72 0.279076
73 0.268049
74 0.269144
75 0.282313
76 0.271032
77 0.271135
78 0.271211
79 0.278537
80 0.278634
81 0.279464
82 0.272095
83 0.274482
84 0.277672
85 0.276022
86 0.282898
87 0.281905
88 0.2674
89 0.267092
90 0.277501
91 0.279897
92 0.265754
93 0.27823
94 0.287324
95 0.270164
96 0.285841
97 0.282093
98 0.279524
99 0.269575
