# Fitted chi: 0.210701 +- 0.00572105
# Scaling factor for file 1: 1.04059 +- 0.000919363
# Scaling factor for file 2: -0.0115066 +- 0.0687562
# Scaling factor for file 3: -0.0514329 +- 0.041342
# Scaling factor for file 4: 0.020136 +- 0.0493066

0 0.214728
1 0.21058
2 0.211745
3 0.207269
4 0.200436
5 0.199157
6 0.206599
7 0.20594
8 0.213662
9 0.215838
10 0.211445
11 0.210606
12 0.202899
13 0.215689
14 0.21089
15 0.218016
16 0.204399
17 0.223764
18 0.209686
19 0.215285
20 0.210014
21 0.213765
22 0.219516
23 0.211366
24 0.203626
25 0.208835
26 0.215711
27 0.213789
28 0.21014
29 0.20221
30 0.209052
31 0.204531
32 0.214867
33 0.210146
34 0.202447
35 0.214652
36 0.199164
37 0.210939
38 0.217348
39 0.21691
40 0.205975
41 0.219894
42 0.214555
43 0.206277
44 0.208481
45 0.199911
46 0.21628
47 0.219369
48 0.220578
49 0.20511
50 0.208116
51 0.212459
52 0.212626
53 0.203225
54 0.215455
55 0.212162
56 0.20278
57 0.211346
58 0.208826
59 0.210302
60 0.209574
61 0.209328
62 0.206491
63 0.211876
64 0.223078
65 0.218635
66 0.215721
67 0.205814
68 0.200337
69 0.218802
70 0.206595
71 0.206877
72 0.214592
73 0.208138
74 0.204901
75 0.210021
76 0.214314
77 0.210208
78 0.213668
79 0.213396
80 0.21286
81 0.225917
82 0.20948
83 0.216021
84 0.202747
85 0.203466
86 0.2089
87 0.215803
88 0.210807
89 0.207108
90 0.212261
91 0.202458
92 0.200855
93 0.212527
94 0.217085
95 0.214372
96 0.212286
97 0.214773
98 0.204025
99 0.212589
