# Chi matrix between files: ['./subtracted/Sxl_50.0_RNA01_0.2_man01.dat', './subtracted/Sxl_50.0_RNA02_0.2_man01.dat', './subtracted/Sxl_50.0_RNA03_0.2_man01.dat', './subtracted/Sxl_50.0_RNA04_0.2_man01.dat', './subtracted/Sxl_50.0_RNA05_0.2_man01.dat', './subtracted/Sxl_50.0_RNA06_0.2_man01.dat', './subtracted/Sxl_50.0_RNA07_0.2_man01.dat', './subtracted/Sxl_50.0_RNA08_0.2_man01.dat', './subtracted/Sxl_50.0_RNA09_0.2_man01.dat', './subtracted/Sxl_50.0_RNA10_0.2_man01.dat', './subtracted/Sxl_50.0_RNA11_0.2_man01.dat', './subtracted/Sxl_50.0_RNA12_0.2_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000 0.077439 0.092111 0.073751 0.188345 0.031341 0.079796 0.105330 0.131029 0.162574 0.163630 0.191691
0.077439 0.000000 0.051940 0.074358 0.148871 0.067539 0.047912 0.065627 0.091155 0.122647 0.123827 0.151717
0.092111 0.051940 0.000000 0.065815 0.096725 0.067445 0.038601 0.042941 0.040228 0.071376 0.073116 0.110230
0.073751 0.074358 0.065815 0.000000 0.134254 0.043743 0.046700 0.105833 0.089498 0.123752 0.124391 0.156008
0.188345 0.148871 0.096725 0.134254 0.000000 0.156245 0.107493 0.106729 0.055415 0.033426 0.032535 0.029903
0.031341 0.067539 0.067445 0.043743 0.156245 0.000000 0.048468 0.101105 0.099870 0.131148 0.132645 0.163899
0.079796 0.047912 0.038601 0.046700 0.107493 0.048468 0.000000 0.075196 0.058056 0.082641 0.084348 0.118335
0.105330 0.065627 0.042941 0.105833 0.106729 0.101105 0.075196 0.000000 0.048644 0.080515 0.081097 0.108887
0.131029 0.091155 0.040228 0.089498 0.055415 0.099870 0.058056 0.048644 0.000000 0.034064 0.035729 0.072182
0.162574 0.122647 0.071376 0.123752 0.033426 0.131148 0.082641 0.080515 0.034064 0.000000 0.003387 0.039154
0.163630 0.123827 0.073116 0.124391 0.032535 0.132645 0.084348 0.081097 0.035729 0.003387 0.000000 0.036434
0.191691 0.151717 0.110230 0.156008 0.029903 0.163899 0.118335 0.108887 0.072182 0.039154 0.036434 0.000000
