# Chi matrix between files: ['./subtracted/Sxl_50.0_RNA01_0.4_man01.dat', './subtracted/Sxl_50.0_RNA02_0.4_man01.dat', './subtracted/Sxl_50.0_RNA03_0.4_man01.dat', './subtracted/Sxl_50.0_RNA04_0.4_man01.dat', './subtracted/Sxl_50.0_RNA05_0.4_man01.dat', './subtracted/Sxl_50.0_RNA06_0.4_man01.dat', './subtracted/Sxl_50.0_RNA07_0.4_man01.dat', './subtracted/Sxl_50.0_RNA08_0.4_man01.dat', './subtracted/Sxl_50.0_RNA09_0.4_man01.dat', './subtracted/Sxl_50.0_RNA10_0.4_man01.dat', './subtracted/Sxl_50.0_RNA11_0.4_man01.dat', './subtracted/Sxl_50.0_RNA12_0.4_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000 0.038467 0.101758 0.022739 0.228406 0.080800 0.049530 0.111877 0.173829 0.202548 0.223940 0.268538
0.038467 0.000000 0.072578 0.055002 0.205932 0.113790 0.048413 0.080571 0.150793 0.180103 0.200833 0.245539
0.101758 0.072578 0.000000 0.123146 0.138737 0.108041 0.077543 0.085091 0.087605 0.114968 0.133654 0.178304
0.022739 0.055002 0.123146 0.000000 0.232956 0.080584 0.053206 0.102198 0.177450 0.205914 0.227996 0.273796
0.228406 0.205932 0.138737 0.232956 0.000000 0.205883 0.180581 0.136567 0.056557 0.029664 0.019881 0.043286
0.080800 0.113790 0.108041 0.080584 0.205883 0.000000 0.066729 0.146013 0.152944 0.178266 0.204987 0.247054
0.049530 0.048413 0.077543 0.053206 0.180581 0.066729 0.000000 0.089874 0.124310 0.153025 0.176523 0.221607
0.111877 0.080571 0.085091 0.102198 0.136567 0.146013 0.089874 0.000000 0.080426 0.109391 0.131077 0.177351
0.173829 0.150793 0.087605 0.177450 0.056557 0.152944 0.124310 0.080426 0.000000 0.028892 0.052456 0.097671
0.202548 0.180103 0.114968 0.205914 0.029664 0.178266 0.153025 0.109391 0.028892 0.000000 0.036527 0.072828
0.223940 0.200833 0.133654 0.227996 0.019881 0.204987 0.176523 0.131077 0.052456 0.036527 0.000000 0.046701
0.268538 0.245539 0.178304 0.273796 0.043286 0.247054 0.221607 0.177351 0.097671 0.072828 0.046701 0.000000
