# Chi matrix between files: ['./subtracted/Sxl_50.0_RNA01_0.0_man01.dat', './subtracted/Sxl_50.0_RNA02_0.0_man01.dat', './subtracted/Sxl_50.0_RNA03_0.0_man01.dat', './subtracted/Sxl_50.0_RNA04_0.0_man01.dat', './subtracted/Sxl_50.0_RNA05_0.0_man01.dat', './subtracted/Sxl_50.0_RNA06_0.0_man01.dat', './subtracted/Sxl_50.0_RNA07_0.0_man01.dat', './subtracted/Sxl_50.0_RNA08_0.0_man01.dat', './subtracted/Sxl_50.0_RNA09_0.0_man01.dat', './subtracted/Sxl_50.0_RNA10_0.0_man01.dat', './subtracted/Sxl_50.0_RNA11_0.0_man01.dat', './subtracted/Sxl_50.0_RNA12_0.0_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000 0.015649 0.015722 0.022224 0.020725 0.023403 0.033929 0.031963 0.061067 0.041569 0.041272 0.038322
0.015649 0.000000 0.017488 0.023565 0.015958 0.010984 0.023770 0.019551 0.051119 0.027638 0.031130 0.026868
0.015722 0.017488 0.000000 0.036902 0.012863 0.011364 0.040684 0.031770 0.064617 0.035223 0.045091 0.040779
0.022224 0.023565 0.036902 0.000000 0.038775 0.033445 0.036624 0.038374 0.065112 0.049961 0.044057 0.046802
0.020725 0.015958 0.012863 0.038775 0.000000 0.011751 0.027609 0.022822 0.053427 0.023826 0.033679 0.029315
0.023403 0.010984 0.011364 0.033445 0.011751 0.000000 0.031362 0.021658 0.054400 0.025267 0.034805 0.030675
0.033929 0.023770 0.040684 0.036624 0.027609 0.031362 0.000000 0.029749 0.039399 0.015094 0.021270 0.016521
0.031963 0.019551 0.031770 0.038374 0.022822 0.021658 0.029749 0.000000 0.032343 0.022490 0.011735 0.017255
0.061067 0.051119 0.064617 0.065112 0.053427 0.054400 0.039399 0.032343 0.000000 0.037772 0.022983 0.026522
0.041569 0.027638 0.035223 0.049961 0.023826 0.025267 0.015094 0.022490 0.037772 0.000000 0.022923 0.017674
0.041272 0.031130 0.045091 0.044057 0.033679 0.034805 0.021270 0.011735 0.022983 0.022923 0.000000 0.013819
0.038322 0.026868 0.040779 0.046802 0.029315 0.030675 0.016521 0.017255 0.026522 0.017674 0.013819 0.000000
