# Chi matrix between files: ['./subtracted/Sxl_50.0_RNA01_0.6_man01.dat', './subtracted/Sxl_50.0_RNA02_0.6_man01.dat', './subtracted/Sxl_50.0_RNA03_0.6_man01.dat', './subtracted/Sxl_50.0_RNA04_0.6_man01.dat', './subtracted/Sxl_50.0_RNA05_0.6_man01.dat', './subtracted/Sxl_50.0_RNA06_0.6_man01.dat', './subtracted/Sxl_50.0_RNA07_0.6_man01.dat', './subtracted/Sxl_50.0_RNA08_0.6_man01.dat', './subtracted/Sxl_50.0_RNA09_0.6_man01.dat', './subtracted/Sxl_50.0_RNA10_0.6_man01.dat', './subtracted/Sxl_50.0_RNA11_0.6_man01.dat', './subtracted/Sxl_50.0_RNA12_0.6_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000 0.101607 0.055376 0.193033 0.165327 0.161483 0.084778 0.122543 0.123525 0.170335 0.171687 0.210830
0.101607 0.000000 0.104619 0.111174 0.256858 0.166587 0.073682 0.086960 0.191128 0.253649 0.255454 0.296353
0.055376 0.104619 0.000000 0.203508 0.178302 0.178027 0.097303 0.099815 0.124754 0.187225 0.188881 0.228369
0.193033 0.111174 0.203508 0.000000 0.358153 0.113178 0.109123 0.176524 0.278945 0.344560 0.338236 0.373685
0.165327 0.256858 0.178302 0.358153 0.000000 0.326708 0.250363 0.181930 0.079792 0.027877 0.038446 0.071627
0.161483 0.166587 0.178027 0.113178 0.326708 0.000000 0.092436 0.197710 0.247955 0.312986 0.311811 0.351935
0.084778 0.073682 0.097303 0.109123 0.250363 0.092436 0.000000 0.118277 0.181280 0.243829 0.245298 0.285527
0.122543 0.086960 0.099815 0.176524 0.181930 0.197710 0.118277 0.000000 0.103971 0.168439 0.167957 0.208134
0.123525 0.191128 0.124754 0.278945 0.079792 0.247955 0.181280 0.103971 0.000000 0.065921 0.064053 0.104725
0.170335 0.253649 0.187225 0.344559 0.027877 0.312986 0.243829 0.168439 0.065921 0.000000 0.032552 0.057887
0.171687 0.255454 0.188881 0.338236 0.038446 0.311811 0.245298 0.167957 0.064053 0.032552 0.000000 0.040793
0.210830 0.296353 0.228369 0.373685 0.071627 0.351935 0.285527 0.208134 0.104725 0.057887 0.040793 0.000000
