# Chi matrix between files: ['./subtracted/Sxl_50.0_RNA01_0.1_man01.dat', './subtracted/Sxl_50.0_RNA02_0.1_man01.dat', './subtracted/Sxl_50.0_RNA03_0.1_man01.dat', './subtracted/Sxl_50.0_RNA04_0.1_man01.dat', './subtracted/Sxl_50.0_RNA05_0.1_man01.dat', './subtracted/Sxl_50.0_RNA06_0.1_man01.dat', './subtracted/Sxl_50.0_RNA07_0.1_man01.dat', './subtracted/Sxl_50.0_RNA08_0.1_man01.dat', './subtracted/Sxl_50.0_RNA09_0.1_man01.dat', './subtracted/Sxl_50.0_RNA10_0.1_man01.dat', './subtracted/Sxl_50.0_RNA11_0.1_man01.dat', './subtracted/Sxl_50.0_RNA12_0.1_man01.dat']
# npts_fit =      570
# qmin_fit = 0.301172
# qmax_fit =  2.99986
0.000000 0.089420 0.079795 0.063069 0.123968 0.014086 0.077785 0.103522 0.097835 0.125397 0.101355 0.137075
0.089420 0.000000 0.060473 0.027747 0.080361 0.072902 0.007099 0.094914 0.082235 0.093049 0.049190 0.117482
0.079795 0.060473 0.000000 0.074482 0.044605 0.074650 0.052688 0.041842 0.028819 0.048212 0.035213 0.071061
0.063069 0.027747 0.074482 0.000000 0.095538 0.046639 0.024512 0.102742 0.096883 0.107545 0.065184 0.131655
0.123968 0.080361 0.044605 0.095538 0.000000 0.118314 0.074598 0.065502 0.027751 0.027999 0.028859 0.046496
0.014086 0.072902 0.074650 0.046639 0.118314 0.000000 0.064910 0.109325 0.099920 0.121729 0.096324 0.141832
0.077785 0.007099 0.052688 0.024512 0.074598 0.064910 0.000000 0.084975 0.075021 0.085016 0.045157 0.109158
0.103522 0.094914 0.041842 0.102742 0.065502 0.109325 0.084975 0.000000 0.035182 0.034960 0.066868 0.035316
0.097835 0.082235 0.028819 0.096883 0.027751 0.099920 0.075021 0.035182 0.000000 0.026239 0.048730 0.042027
0.125397 0.093049 0.048212 0.107545 0.027999 0.121729 0.085016 0.034960 0.026239 0.000000 0.051348 0.029182
0.101355 0.049190 0.035213 0.065184 0.028859 0.096324 0.045157 0.066868 0.048730 0.051348 0.000000 0.070015
0.137075 0.117482 0.071061 0.131655 0.046496 0.141832 0.109158 0.035316 0.042027 0.029182 0.070015 0.000000
