# Fitted chi: 0.275795 +- 0.00606981
# Scaling factor for file 1: 1.25842 +- 0.00194877
# Scaling factor for file 2: -0.930734 +- 0.0586259
# Scaling factor for file 3: -2.93031 +- 0.1046
# Scaling factor for file 4: 3.71989 +- 0.0764858

0 0.274198
1 0.283322
2 0.268393
3 0.279877
4 0.280673
5 0.275112
6 0.263935
7 0.279009
8 0.280965
9 0.270232
10 0.278439
11 0.275623
12 0.269345
13 0.272863
14 0.259042
15 0.277901
16 0.279973
17 0.279302
18 0.280271
19 0.276131
20 0.27069
21 0.277901
22 0.270461
23 0.26857
24 0.281163
25 0.275129
26 0.275496
27 0.266214
28 0.2739
29 0.276972
30 0.275197
31 0.276872
32 0.275324
33 0.280602
34 0.280056
35 0.28293
36 0.283664
37 0.276296
38 0.266809
39 0.268079
40 0.27753
41 0.28171
42 0.277305
43 0.291885
44 0.264142
45 0.269355
46 0.277202
47 0.277899
48 0.276339
49 0.284429
50 0.273007
51 0.282119
52 0.284832
53 0.27084
54 0.276678
55 0.277596
56 0.264342
57 0.28157
58 0.281255
59 0.273695
60 0.279022
61 0.279686
62 0.269281
63 0.273539
64 0.284471
65 0.267972
66 0.273835
67 0.268609
68 0.27919
69 0.275225
70 0.27905
71 0.279716
72 0.267766
73 0.276128
74 0.270416
75 0.271972
76 0.270223
77 0.27393
78 0.286572
79 0.280912
80 0.279276
81 0.280653
82 0.285446
83 0.272129
84 0.284868
85 0.268418
86 0.289932
87 0.275691
88 0.282374
89 0.276123
90 0.274762
91 0.27966
92 0.272338
93 0.274919
94 0.272649
95 0.275026
96 0.259
97 0.276173
98 0.270039
99 0.271826
