# Fitted chi: 0.198769 +- 0.00548508
# Scaling factor for file 1: 1.19919 +- 0.000709479
# Scaling factor for file 2: -0.0457042 +- 0.000258382
# Scaling factor for file 3: -0.0782518 +- 0.000296813
# Scaling factor for file 4: -0.069608 +- 0.000295581

0 0.204956
1 0.202728
2 0.191794
3 0.200502
4 0.206229
5 0.192984
6 0.194328
7 0.208999
8 0.198758
9 0.20278
10 0.18687
11 0.199498
12 0.186918
13 0.204006
14 0.188512
15 0.181477
16 0.196655
17 0.20334
18 0.20786
19 0.204246
20 0.197863
21 0.202732
22 0.197993
23 0.19659
24 0.198933
25 0.196331
26 0.18961
27 0.196603
28 0.20796
29 0.206419
30 0.203978
31 0.199352
32 0.20054
33 0.201271
34 0.202833
35 0.197817
36 0.199018
37 0.194392
38 0.198553
39 0.202113
40 0.201017
41 0.199764
42 0.201382
43 0.200693
44 0.194404
45 0.186529
46 0.196388
47 0.200019
48 0.205756
49 0.200224
50 0.194721
51 0.185262
52 0.207237
53 0.204349
54 0.199809
55 0.199369
56 0.204915
57 0.191613
58 0.195149
59 0.195989
60 0.202716
61 0.192642
62 0.197254
63 0.205712
64 0.196911
65 0.204082
66 0.20816
67 0.198305
68 0.193235
69 0.200224
70 0.197639
71 0.193862
72 0.194962
73 0.206302
74 0.203114
75 0.19891
76 0.198099
77 0.205653
78 0.201172
79 0.200207
80 0.19659
81 0.196102
82 0.199202
83 0.203847
84 0.190544
85 0.19569
86 0.194661
87 0.201225
88 0.192207
89 0.187863
90 0.203251
91 0.195042
92 0.203847
93 0.198592
94 0.198512
95 0.202726
96 0.197489
97 0.202488
98 0.200207
99 0.198695
