# Fitted chi: 0.308655 +- 0.00472862
# Scaling factor for file 1: 1.60778 +- 0.00219726
# Scaling factor for file 2: -1.2165 +- 0.0620649
# Scaling factor for file 3: -4.76821 +- 0.0927384
# Scaling factor for file 4: 5.55841 +- 0.0678123

0 0.309004
1 0.302091
2 0.298468
3 0.310834
4 0.303044
5 0.316073
6 0.312064
7 0.308628
8 0.305428
9 0.307966
10 0.309243
11 0.305577
12 0.301051
13 0.319559
14 0.299985
15 0.308964
16 0.300928
17 0.306617
18 0.309368
19 0.315884
20 0.306539
21 0.310168
22 0.318145
23 0.29989
24 0.308187
25 0.309496
26 0.307297
27 0.308168
28 0.314901
29 0.317091
30 0.311988
31 0.304595
32 0.31482
33 0.306366
34 0.306504
35 0.306293
36 0.300234
37 0.311692
38 0.311897
39 0.315252
40 0.310465
41 0.307881
42 0.307415
43 0.306703
44 0.307253
45 0.303257
46 0.306695
47 0.312281
48 0.309218
49 0.305634
50 0.312369
51 0.302255
52 0.311355
53 0.308668
54 0.30272
55 0.311276
56 0.30466
57 0.315424
58 0.317824
59 0.30897
60 0.303394
61 0.310395
62 0.308622
63 0.306265
64 0.309768
65 0.298952
66 0.308646
67 0.313116
68 0.318744
69 0.308251
70 0.308838
71 0.30869
72 0.31129
73 0.308203
74 0.310765
75 0.305635
76 0.303161
77 0.306455
78 0.315026
79 0.314917
80 0.306141
81 0.311212
82 0.312549
83 0.304584
84 0.305382
85 0.315114
86 0.30699
87 0.304729
88 0.31035
89 0.311956
90 0.309545
91 0.312996
92 0.316929
93 0.309503
94 0.302421
95 0.311433
96 0.29775
97 0.308997
98 0.308832
99 0.306368
